"","Category_code","COG","Annotation","Category"
"2782","R","COG0718","Conserved DNA-binding protein YbaB (function unknown)","General function prediction only"
"2783","R","COG4099","Predicted peptidase","General function prediction only"
"2784","R","COG0599","Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family","General function prediction only"
"2785","R","COG4586","ABC-type uncharacterized transport system, ATPase component","General function prediction only"
"2786","R","COG5191","Uncharacterized conserved protein, contains HAT (Half-A-TPR) repeat ","General function prediction only"
"2787","R","COG2335","Uncaracterized surface protein containing fasciclin (FAS1) repeats","General function prediction only"
"2788","R","COG3576","Predicted flavin-nucleotide-binding protein, pyridoxine 5'-phosphate oxidase superfamily","General function prediction only"
"2789","R","COG1568","Predicted methyltransferase","General function prediction only"
"2790","R","COG1487","Predicted nucleic acid-binding protein, contains PIN domain","General function prediction only"
"2791","R","COG5198","Protein tyrosine phosphatase-like protein (contains Pro instead of catalytic Arg) ","General function prediction only"
"2792","R","COG2910","Putative NADH-flavin reductase","General function prediction only"
"2793","R","COG3331","Penicillin-binding protein-related factor A, putative recombinase","General function prediction only"
"2794","R","COG4113","Predicted nucleic acid-binding protein, contains PIN domain","General function prediction only"
"2795","R","COG1079","ABC-type uncharacterized transport system, permease component","General function prediction only"
"2796","R","COG3969","Predicted phosphoadenosine phosphosulfate sulfurtransferase, contains C-terminal DUF3440 domain","General function prediction only"
"2797","R","COG1988","Membrane-bound metal-dependent hydrolase YbcI, DUF457 family","General function prediction only"
"2798","R","COG5119","Uncharacterized protein, contains ParB-like nuclease domain","General function prediction only"
"2799","R","COG1040","Predicted amidophosphoribosyltransferases","General function prediction only"
"2800","R","COG3211","Secreted phosphatase, PhoX family","General function prediction only"
"2801","R","COG2403","Predicted GTPase","General function prediction only"
"2802","R","COG2353","Polyisoprenoid-binding periplasmic protein YceI","General function prediction only"
"2803","R","COG1458","Predicted DNA-binding protein containing PIN domain, UPF0278 family","General function prediction only"
"2804","R","COG3176","Putative hemolysin","General function prediction only"
"2805","R","COG3341","RNase HI-related protein, contains viroplasmin and RNaseH domains","General function prediction only"
"2806","R","COG3342","Uncharacterized conserved protein, Ntn-hydrolase superfamily","General function prediction only"
"2807","R","COG1875","Predicted ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains","General function prediction only"
"2808","R","COG5415","Predicted integral membrane metal-binding protein ","General function prediction only"
"2809","R","COG4627","Predicted SAM-depedendent methyltransferase","General function prediction only"
"2810","R","COG4127","Predicted restriction endonuclease, Mrr-cat superfamily","General function prediction only"
"2811","R","COG2085","Predicted dinucleotide-binding enzyme","General function prediction only"
"2812","R","COG1054","Predicted sulfurtransferase","General function prediction only"
"2813","R","COG2249","Putative NADPH-quinone reductase (modulator of drug activity B)","General function prediction only"
"2814","R","COG4248","Uncharacterized protein with protein kinase and helix-hairpin-helix DNA-binding domains","General function prediction only"
"2815","R","COG2320","GrpB domain, predicted nucleotidyltransferase, UPF0157 family","General function prediction only"
"2816","R","COG3313","Predicted Fe-S protein YdhL, DUF1289 family","General function prediction only"
"2817","R","COG5266","Uncharacterized conserved protein, contains GH25 family domain","General function prediction only"
"2818","R","COG1149","MinD superfamily P-loop ATPase, contains an inserted ferredoxin domain","General function prediction only"
"2819","R","COG1848","Predicted nucleic acid-binding protein, contains PIN domain","General function prediction only"
"2820","R","COG4976","Predicted methyltransferase, contains TPR repeat","General function prediction only"
"2821","R","COG3359","Uncharacterized conserved protein YprB, contains RNaseH-like and TPR domains","General function prediction only"
"2822","R","COG2984","ABC-type uncharacterized transport system, periplasmic component","General function prediction only"
"2823","R","COG2441","Predicted butyrate kinase, DUF1464 family","General function prediction only"
"2824","R","COG2261","Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family","General function prediction only"
"2825","R","COG5022","Myosin heavy chain","General function prediction only"
"2826","R","COG1483","Predicted ATPase, AAA+ superfamily","General function prediction only"
"2827","R","COG2819","Predicted hydrolase of the alpha/beta superfamily","General function prediction only"
"2828","R","COG2263","Predicted RNA methylase","General function prediction only"
"2829","R","COG5516","Conserved protein containing a Zn-ribbon-like motif, possibly RNA-binding","General function prediction only"
"2830","R","COG1817","Predicted glycosyltransferase","General function prediction only"
"2831","R","COG4028","Predicted P-loop ATPase/GTPase","General function prediction only"
"2832","R","COG4783","Putative Zn-dependent protease, contains TPR repeats","General function prediction only"
"2833","R","COG1779","C4-type Zn-finger protein","General function prediction only"
"2834","R","COG1408","Predicted phosphohydrolase, MPP superfamily","General function prediction only"
"2835","R","COG0488","ATPase components of ABC transporters with duplicated ATPase domains","General function prediction only"
"2836","R","COG3752","Steroid 5-alpha reductase family enzyme","General function prediction only"
"2837","R","COG3375","Predicted acetyltransferase, GNAT superfamily","General function prediction only"
"2838","R","COG3379","Predicted phosphohydrolase or phosphomutase, AlkP superfamily","General function prediction only"
"2839","R","COG1907","Predicted archaeal sugar kinase","General function prediction only"
"2840","R","COG2503","Predicted secreted acid phosphatase","General function prediction only"
"2841","R","COG1540","Lactam utilization protein B (function unknown)","General function prediction only"
"2842","R","COG2402","Predicted nucleic acid-binding protein, contains PIN domain","General function prediction only"
"2843","R","COG4120","ABC-type uncharacterized transport system, permease component","General function prediction only"
"2844","R","COG1669","Predicted nucleotidyltransferase","General function prediction only"
"2845","R","COG4319","Ketosteroid isomerase homolog","General function prediction only"
"2846","R","COG1545","Uncharacterized OB-fold protein, contains Zn-ribbon domain","General function prediction only"
"2847","R","COG4178","ABC-type uncharacterized transport system, permease and ATPase components","General function prediction only"
"2848","R","COG1917","Cupin domain protein related to quercetin dioxygenase","General function prediction only"
"2849","R","COG4671","Predicted glycosyl transferase","General function prediction only"
"2850","R","COG5048","FOG: Zn-finger","General function prediction only"
"2851","R","COG4801","Predicted acyltransferase, contains DUF342 domain","General function prediction only"
"2852","R","COG1636","Predicted ATPase, Adenine nucleotide alpha hydrolases (AANH) superfamily","General function prediction only"
"2853","R","COG5091","Suppressor of G2 allele of skp1 and related proteins ","General function prediction only"
"2854","R","COG3393","Predicted acetyltransferase, GNAT family","General function prediction only"
"2855","R","COG1098","Predicted RNA-binding protein, contains ribosomal protein S1 (RPS1) domain","General function prediction only"
"2856","R","COG4136","ABC-type uncharacterized transport system YnjBCD, ATPase component","General function prediction only"
"2857","R","COG2319","WD40 repeat","General function prediction only"
"2858","R","COG1434","Uncharacterized SAM-binding protein YcdF, DUF218 family","General function prediction only"
"2859","R","COG3146","Predicted N-acyltransferase","General function prediction only"
"2860","R","COG2433","Possible nuclease of RNase H fold, RuvC/YqgF family","General function prediction only"
"2861","R","COG2607","Predicted ATPase, AAA+ superfamily","General function prediction only"
"2862","R","COG1062","Zn-dependent alcohol dehydrogenase","General function prediction only"
"2863","R","COG3401","Fibronectin type 3 domain","General function prediction only"
"2864","R","COG4341","Predicted HD phosphohydrolase","General function prediction only"
"2865","R","COG3910","Predicted ATPase","General function prediction only"
"2866","R","COG2179","Predicted phosphohydrolase YqeG, HAD superfamily","General function prediction only"
"2867","R","COG0679","Predicted permease","General function prediction only"
"2868","R","COG1692","Calcineurin-like phosphoesterase","General function prediction only"
"2869","R","COG4301","Uncharacterized conserved protein, contains predicted SAM-dependent methyltransferase domain","General function prediction only"
"2870","R","COG3577","Predicted aspartyl protease","General function prediction only"
"2871","R","COG1611","Predicted Rossmann fold nucleotide-binding protein","General function prediction only"
"2872","R","COG3580","Predicted nucleotide-binding protein, sugar kinase/HSP70/actin superfamily","General function prediction only"
"2873","R","COG2105","Uncharacterized conserved protein YtfP, gamma-glutamylcyclotransferase (GGCT)/AIG2-like family","General function prediction only"
"2874","R","COG4068","Predicted nucleic acid-binding protein, contains Zn-ribbon domain","General function prediction only"
"2875","R","COG1451","Predicted metal-dependent hydrolase","General function prediction only"
"2876","R","COG3044","Predicted ATPase of the ABC class","General function prediction only"
